id,timestamp,lon,lat,gesture,workshop_id,source
7334,2018-03-31 12:03:52,-0.0076292,51.4936718,2,4,Device 1
7337,2018-03-31 12:03:54,-0.0042914,51.4936926,1,4,Device 10
7339,2018-03-31 12:03:56,-0.004244,51.4936869,1,4,Device 4
7341,2018-03-31 12:04:01,-0.0041094,51.4935883,4,4,Device 2
7343,2018-03-31 12:07:50,-0.0100745,51.4954627,5,4,Device 17
7346,2018-03-31 12:07:51,-0.00445614,51.4930883,5,4,Device 8
7351,2018-03-31 12:07:57,-0.0043968,51.4930908,5,4,Device 19
7353,2018-03-31 12:07:58,-0.0093197,51.4914473,4,4,Device 14
7314,2018-03-31 11:45:49,-0.0078082,51.4919663,2,4,Device 2
7316,2018-03-31 11:52:47,-0.0076402,51.4936368,5,4,Device 6
7317,2018-03-31 11:58:13,-0.0054803,51.4945595,2,4,Device 12
7319,2018-03-31 11:58:15,-0.0055056,51.4946076,2,4,Device 5
7320,2018-03-31 11:58:17,-0.0074597,51.4938071,4,4,Device 3
7322,2018-03-31 11:58:18,-0.0055138,51.4946322,2,4,Device 2
7323,2018-03-31 11:58:19,-0.0076292,51.4936718,2,4,Device 1
7325,2018-03-31 11:58:19,-0.0065908,51.4941079,2,4,Device 15
7326,2018-03-31 11:58:21,-0.0093197,51.4914473,2,4,Device 14
7327,2018-03-31 11:58:27,-0.0055137,51.494663,4,4,Device 11
7329,2018-03-31 12:03:39,-0.0100745,51.4954627,5,4,Device 17
7330,2018-03-31 12:03:48,-0.0048511,51.4943532,2,4,Device 20
7332,2018-03-31 12:03:51,-0.0041452,51.4936423,2,4,Device 12
7333,2018-03-31 12:03:51,-0.0041143,51.493591,4,4,Device 2
7335,2018-03-31 12:03:52,-0.00428625,51.49366913,2,4,Device 8
7336,2018-03-31 12:03:53,-0.0041271,51.4936212,1,4,Device 5
7338,2018-03-31 12:03:54,-0.0041653,51.4936283,2,4,Device 19
7340,2018-03-31 12:03:58,-0.0041638,51.4936211,4,4,Device 11
7342,2018-03-31 12:04:05,-0.004244,51.4936869,2,4,Device 4
7344,2018-03-31 12:07:50,-0.0043552,51.4931404,4,4,Device 11
7345,2018-03-31 12:07:51,-0.0042517,51.4934934,4,4,Device 20
7347,2018-03-31 12:07:53,-0.0043728,51.4931186,4,4,Device 12
7348,2018-03-31 12:07:53,-0.0043693,51.4931485,5,4,Device 5
7349,2018-03-31 12:07:54,-0.0074597,51.4938071,5,4,Device 3
7350,2018-03-31 12:07:55,-0.0044628,51.4930377,5,4,Device 2
7352,2018-03-31 12:07:58,-0.0043198,51.493189,4,4,Device 10
7354,2018-03-31 12:08:02,-0.0076292,51.4936718,4,4,Device 1
7355,2018-03-31 12:08:02,-0.004373,51.4931459,4,4,Device 5
7356,2018-03-31 12:08:03,-0.0043552,51.4931404,5,4,Device 11
